Task lang,Aux lang,Accuracy,Rank,Accuracy level,Overlap word-level,Transfer lang dataset size,Target lang dataset size,Transfer over target size ratio,Transfer lang TTR,Target lang TTR,Transfer target TTR distance,GENETIC,SYNTACTIC,FEATURAL,PHONOLOGICAL,INVENTORY,GEOGRAPHIC
kmr,pt,0.5516,23,37,0.0335243553008596,12078,754,16.018567639257295,0.19858954536165552,0.3877346961448728,0.23796938736220072,0.9333,0.6764,0.6114,0.5456,0.5045,0.2016
kmr,nl,0.4238,52,8,0.026361031518624643,13583,754,18.014588859416445,0.2163749886307094,0.3877346961448728,0.1953206198766125,0.9,0.6263,0.5802,0.5456,0.4871,0.1694
kmr,en,0.5326,33,27,0.03008595988538682,16622,754,22.045092838196286,0.1746279711803919,0.3877346961448728,0.30208209129798347,0.9,0.7352,0.5662,0.3277,0.4991,0.1904
kmr,it,0.4243,51,9,0.031232091690544413,14167,754,18.78912466843501,0.20905399119075654,0.3877346961448728,0.21236648749841971,0.9,0.6223,0.6182,0.5456,0.539,0.1326
kmr,ca,0.5081,43,17,0.030659025787965616,16678,754,22.119363395225463,0.14310696846691084,0.3877346961448728,0.3980540361700592,0.9091,0.6965,0.5354,0.3333,0.4831,0.1705
kmr,hi,0.5585,20,40,0.0054441260744985676,16647,754,22.078249336870027,0.07283156362415602,0.3877346961448728,0.6596060511355274,0.75,0.7795,0.593,0.3862,0.524,0.1739
kmr,pl,0.5359,31,29,0.02005730659025788,17246,754,22.872679045092838,0.4049278834815912,0.3877346961448728,0.001966271389600651,0.8333,0.6582,0.535,0.3333,0.48,0.126
kmr,de,0.4094,54,6,0.03524355300859599,15590,754,20.676392572944298,0.27241931339802755,0.3877346961448728,0.08845149121228622,0.8571,0.701,0.5534,0.3729,0.493,0.1389
kmr,fro,0.4898,48,12,0.017478510028653294,17678,754,23.445623342175065,0.0937745835963677,0.3877346961448728,0.5747877178023425,0.9231,0.7024,0.8572,0.5456,0.6328,0.1756
kmr,es,0.5427,28,32,0.031232091690544413,17680,754,23.448275862068964,0.14742968391461025,0.3877346961448728,0.3841106317574298,0.9231,0.7133,0.6203,0.4788,0.5644,0.1902
kmr,fr,0.5434,27,33,0.03180515759312321,16448,754,21.814323607427056,0.2057620460579268,0.3877346961448728,0.22026368927051768,0.9375,0.7315,0.5907,0.4601,0.5284,0.1763
kmr,fi,0.5784,8,52,0.017765042979942695,18723,754,24.8315649867374,0.3189427368077481,0.3877346961448728,0.03147792004688581,1.0,0.7572,0.5981,0.3277,0.5349,0.1646
kmr,grc,0.5175,40,20,0.0008595988538681948,17081,754,22.653846153846153,0.17307422740143352,0.3877346961448728,0.3065030610845278,0.8,0.7721,0.8893,0.5456,0.6328,0.0929
kmr,no,0.3724,55,5,0.03008595988538682,20045,754,26.584880636604776,0.1846147253241721,0.3877346961448728,0.27443273918161104,0.8333,0.7529,0.8804,0.5456,0.6328,0.1729
kmr,ar,0.2104,59,1,0.00028653295128939826,19738,754,26.177718832891248,4.7672168034857886e-06,0.3877346961448728,0.9999754100546363,1.0,0.7097,0.6488,0.5456,0.6328,1.0
kmr,la,0.5016,46,14,0.012034383954154728,18400,754,24.40318302387268,0.1715984617000315,0.3877346961448728,0.310731893288858,0.8333,0.7346,0.8719,0.5456,0.6328,0.1331
kmr,et,0.5177,39,21,0.027220630372492838,26197,754,34.744031830238725,0.3337469262526225,0.3877346961448728,0.019387483704983263,1.0,0.7346,0.8719,0.5456,0.6328,0.1445
kmr,ko,0.3375,57,3,0.00830945558739255,27363,754,36.290450928381965,0.2977608806802764,0.3877346961448728,0.05384717763233236,1.0,0.7855,0.6641,0.4934,0.597,0.3615
kmr,ja,0.2785,58,2,0.0,57256,754,75.93633952254642,0.00031979533098816764,0.3877346961448728,0.9983511227962176,1.0,0.773,0.6178,0.5295,0.521,0.3955
kmr,ru,0.4176,53,7,0.012607449856733524,61889,754,82.08090185676393,0.2241205920170711,0.3877346961448728,0.17806236892585622,0.8,0.7352,0.5931,0.3333,0.5149,0.1463
kmr,cs,0.5317,34,26,0.036389684813753584,87913,754,116.59549071618036,0.17271764924418356,0.3877346961448728,0.30752218744262544,0.8571,0.5662,0.5796,0.5456,0.5104,0.1321
hsb,bxr,0.5847,20,32,0.004459092671578131,927,646,1.434984520123839,0.6023336111441838,0.5423194196193881,0.01224609453188701,1.0,0.0002,0.0,0.0002,0.0,0.2964
hsb,kmr,0.5671,29,23,0.0052345870492438926,754,646,1.1671826625386996,0.3877346961448728,0.5423194196193881,0.08124989989766582,0.875,0.7097,0.6488,0.5456,0.6328,0.1374
hsb,kk,0.6094,13,39,0.006591702210158977,1078,646,1.6687306501547987,0.6191198786039454,0.5423194196193881,0.020054753061746648,1.0,0.8705,0.9153,0.879,0.0,0.1986
hsb,hy,0.6052,15,37,0.002714230321830167,564,646,0.8730650154798761,0.5479001354751306,0.5423194196193881,0.00010589355034882291,0.75,0.5391,0.6193,0.6162,0.6737,0.1329
hsb,swl,0.5855,19,33,0.00019387359441644047,203,646,0.3142414860681115,0.4872907625542468,0.5423194196193881,0.010295975876308308,1.0,0.0002,0.0,0.0002,0.0,0.0431
hsb,lt,0.6071,14,38,0.003683598293912369,263,646,0.4071207430340557,0.5654157163591126,0.5423194196193881,0.001813737319466176,0.5,0.6128,0.6364,0.6409999999999999,0.6506,0.0384
hsb,be,0.6127,11,41,0.00407134548274525,393,646,0.608359133126935,0.5525618374558304,0.5423194196193881,0.00035669306470574266,0.4,0.7441,0.8524,0.0002,0.0,0.0396
hsb,mr,0.5689,27,25,0.0005816207832493214,466,646,0.7213622291021672,0.5290718671000361,0.5423194196193881,0.0005967068007798518,0.8571,0.6704,0.6641,0.0002,0.6284,0.3269
hsb,cop,0.5913,17,35,0.0009693679720822024,514,646,0.7956656346749226,0.4940717882085432,0.5423194196193881,0.007914831674005834,1.0,0.6779999999999999,0.8163,0.0002,0.0,0.1395
hsb,ta,0.5408,45,7,0.005622334238076774,600,646,0.9287925696594427,0.5614149588826524,0.5423194196193881,0.001239805454530939,1.0,0.6555,0.6539,0.0002,0.6196,0.3662
hsb,ga,0.5528,39,13,0.010856921287320668,1020,646,1.5789473684210527,0.3499300699300699,0.5423194196193881,0.12584957145975784,0.875,0.6338,0.6389,0.0002,0.6068,0.0754
hsb,hu,0.5744,24,28,0.015122140364482357,1800,646,2.7863777089783284,0.4546198320061089,0.5423194196193881,0.026150788613180223,1.0,0.5456,0.605,0.5922,0.6461,0.0307
hsb,te,0.5299,46,6,0.0009693679720822024,1328,646,2.0557275541795668,0.34461966604823746,0.5423194196193881,0.1328929504765627,1.0,0.7016,0.6145,0.6409999999999999,0.5608,0.3402
hsb,af,0.5660000000000001,30,22,0.01221403644823575,1934,646,2.9938080495356036,0.20348486540824304,0.5423194196193881,0.39035978841568303,0.875,0.7097,0.7015,0.0002,0.669,0.414
hsb,vi,0.5554,35,17,0.013765025203567274,3000,646,4.643962848297214,0.15680435614923213,0.5423194196193881,0.5053268703356246,1.0,0.6555,0.6218,0.5456,0.6153,0.4289
hsb,ug,0.5878,18,34,0.004846839860411012,3456,646,5.34984520123839,0.4374610522567435,0.5423194196193881,0.03738486965073201,1.0,0.6936,0.8122,0.7877,0.0,0.2407
hsb,el,0.5688,28,24,0.008918185343156262,2521,646,3.9024767801857587,0.2837253360022877,0.5423194196193881,0.22736669900683018,0.8333,0.5391,0.6266,0.5922,0.6929,0.0634
hsb,sme,0.5846,21,31,0.005622334238076774,3122,646,4.8328173374613,0.4513223794042703,0.5423194196193881,0.02815426674501013,1.0,0.7352,0.8474,0.0002,0.0,0.0993
hsb,gl,0.4372,51,1,0.021519968980224895,3993,646,6.181114551083591,0.23027218766153898,0.5423194196193881,0.3310780256922312,0.9231,0.718,0.696,0.0002,0.6552,0.0968
hsb,sr,0.6916,3,49,0.03935633966653742,3891,646,6.023219814241486,0.3111760696308725,0.5423194196193881,0.18165714915431577,0.625,0.6936,0.8163,0.8278,0.0,0.0475
hsb,got,0.5704,26,26,0.002520356727413726,5401,646,8.360681114551083,0.1811019353439708,0.5423194196193881,0.4436364434687616,0.6667,0.7016,0.8290000000000001,0.0002,0.0,0.0613
hsb,tr,0.5569,33,19,0.0058162078324932144,5635,646,8.722910216718267,0.5061541783632045,0.5423194196193881,0.004447054183023195,1.0,0.5522,0.5932,0.5922,0.6196,0.0952
hsb,zh,0.555,37,15,0.0007754943776657619,4997,646,7.735294117647059,0.9869043288468534,0.5423194196193881,0.6720461879914784,1.0,0.0002,0.0,0.0002,0.0,1.0
hsb,ur,0.5482,41,11,0.010663047692904227,5130,646,7.9411764705882355,0.10564061179587518,0.5423194196193881,0.6483565754293344,0.875,0.6936,0.6564,0.0002,0.6025,0.2645
hsb,cu,0.5574,32,20,0.00019387359441644047,6337,646,9.809597523219814,0.19595240163293667,0.5423194196193881,0.40790849409888946,0.5,0.0002,0.0,0.0002,0.0,0.0524
hsb,sv,0.6229,9,43,0.022683210546723537,6026,646,9.328173374613003,0.2404336943809909,0.5423194196193881,0.3098666544895247,0.8571,0.6409999999999999,0.6463,0.0002,0.6153,0.0485
hsb,da,0.6331,8,44,0.02753005040713455,5512,646,8.532507739938081,0.2897915761056075,0.5423194196193881,0.21682443722816858,0.8571,0.6629,0.8082,0.0002,0.0,0.0262
hsb,id,0.6012,16,36,0.03489724699495929,5593,646,8.657894736842104,0.29277811458017583,0.5423194196193881,0.21172618477196922,1.0,0.6197,0.6413,0.5687,0.669,0.5502
hsb,uk,0.5226,47,5,0.014734393175649476,5873,646,9.091331269349846,0.4399821508255243,0.5423194196193881,0.03560879948989697,0.5,0.6059,0.6667,0.0002,0.6737,0.0397
hsb,fa,0.5808,22,30,0.0019387359441644049,5997,646,9.28328173374613,0.15688157524207003,0.5423194196193881,0.5051244555495469,1.0,0.0002,0.0,0.0002,0.0,1.0
hsb,he,0.5447,43,9,0.010663047692904227,6216,646,9.622291021671826,0.4067013046511386,0.5423194196193881,0.06253527945011048,1.0,0.5391,0.6564,0.0002,0.7028,0.1402
hsb,eu,0.6117,12,40,0.017254749903063204,8993,646,13.921052631578947,0.35195278801662616,0.5423194196193881,0.12321720085983535,1.0,0.5325,0.6169,0.6409999999999999,0.669,0.0737
hsb,lv,0.6348,7,45,0.01996898022489337,7703,646,11.924148606811146,0.37546297265061,0.5423194196193881,0.0946619988751643,0.5,0.6338,0.7583,0.5922,0.0,0.0447
hsb,sl,0.6861,4,48,0.05292749127568825,8000,646,12.38390092879257,0.3676498731122853,0.5423194196193881,0.10373470425827958,0.5,0.6409999999999999,0.6771,0.0002,0.669,0.0277
hsb,hr,0.7112,1,51,0.056804963164017064,8889,646,13.760061919504643,0.2981575694863614,0.5423194196193881,0.20269605769845225,0.625,0.8705,0.7551,0.0002,0.6832,0.0347
hsb,ro,0.5726,25,27,0.033346258239627766,9524,646,14.743034055727554,0.2570438554726763,0.5423194196193881,0.276706163852438,0.8889,0.6059,0.6364,0.6409999999999999,0.6552,0.0448
hsb,sk,0.6577,5,47,0.04749903063202792,10604,646,16.41486068111455,0.4130087201061381,0.5423194196193881,0.05685368380929179,0.3333,0.0002,0.0,0.0002,0.0,0.0217
hsb,bg,0.6461,6,46,0.014734393175649476,11138,646,17.241486068111456,0.28919503250418754,0.5423194196193881,0.21785005091281096,0.5714,0.6059,0.6266,0.6162,0.6416,0.0592
hsb,pt,0.5496,40,12,0.034315626211709964,12078,646,18.69659442724458,0.19858954536165552,0.5423194196193881,0.40172073269005637,0.9333,0.6128,0.6463,0.0002,0.6328,0.0871
hsb,nl,0.5779,23,29,0.031795269484296236,13583,646,21.026315789473685,0.2163749886307094,0.5423194196193881,0.36122418352946895,0.9,0.6338,0.6389,0.0002,0.6068,0.0327
hsb,en,0.5659,31,21,0.0335401318340442,16622,646,25.730650154798763,0.1746279711803919,0.5423194196193881,0.45968120443156035,0.9,0.5654,0.5839,0.5687,0.5983,0.0534
hsb,it,0.4908,49,3,0.0335401318340442,14167,646,21.930340557275542,0.20905399119075654,0.5423194196193881,0.37763324103342993,0.9,0.6059,0.6667,0.0002,0.6737,0.046
hsb,ca,0.5415,44,8,0.02908103916246607,16678,646,25.81733746130031,0.14310696846691084,0.5423194196193881,0.5418734144709143,0.9091,0.6629,0.6488,0.6162,0.6461,0.0667
hsb,hi,0.5454,42,10,0.008336564559906941,16647,646,25.769349845201237,0.07283156362415602,0.5423194196193881,0.7494426658442369,0.875,0.5788,0.5563,0.5922,0.5363,0.2988
hsb,pl,0.6938,2,50,0.05409073284218689,17246,646,26.69659442724458,0.4049278834815912,0.5423194196193881,0.0641814679980291,0.3333,0.599,0.6339,0.6162,0.6597,0.0149
hsb,de,0.4776,50,2,0.04556029468786351,15590,646,24.13312693498452,0.27241931339802755,0.5423194196193881,0.24768277152074264,0.8571,0.5788,0.5956,0.5456,0.6153,0.016
hsb,fro,0.5148,48,4,0.009887553315238464,17678,646,27.36532507739938,0.0937745835963677,0.5423194196193881,0.6840713628120724,0.9231,0.6936,0.8247,0.0002,0.0,0.054000000000000006
hsb,es,0.5543,38,14,0.030244280728964713,17680,646,27.36842105263158,0.14742968391461025,0.5423194196193881,0.5302020205319531,0.9231,0.5588,0.629,0.5922,0.6832,0.0846
hsb,fr,0.5552,36,16,0.04110120201628538,16448,646,25.461300309597522,0.2057620460579268,0.5423194196193881,0.38513049467022054,0.9375,0.5721,0.5862,0.5456,0.6025,0.0481
hsb,fi,0.6212,10,42,0.019775106630476928,18723,646,28.98297213622291,0.3189427368077481,0.5423194196193881,0.16965449169864313,1.0,0.5721,0.6145,0.5687,0.6506,0.0817
hsb,grc,0.5566,34,18,0.00019387359441644047,17081,646,26.441176470588236,0.17307422740143352,0.5423194196193881,0.4635743374329371,0.8,0.6936,0.8247,0.0002,0.0,0.0698
hsb,no,nan,52,53,0.035478867778208606,20045,646,31.029411764705884,0.1846147253241721,0.5423194196193881,0.43504979359208173,0.8333,0.718,0.838,0.0002,0.0,0.0506
hsb,ar,nan,53,54,0.00019387359441644047,19738,646,30.554179566563466,4.7672168034857886e-06,0.5423194196193881,0.9999824192323634,1.0,0.0002,0.0,0.0002,0.0,1.0
hsb,la,nan,54,55,0.006785575804575417,18400,646,28.48297213622291,0.1715984617000315,0.5423194196193881,0.4672872861741742,0.8333,0.6555,0.8043,0.0002,0.0,0.0524
hsb,et,nan,55,56,0.03528499418379217,26197,646,40.55263157894737,0.3337469262526225,0.5423194196193881,0.14791211720645045,1.0,0.6555,0.8043,0.0002,0.0,0.0531
hsb,ko,nan,56,57,0.01240791004265219,27363,646,42.357585139318886,0.2977608806802764,0.5423194196193881,0.20335523173208028,1.0,0.5654,0.6315,0.6409999999999999,0.6737,0.41100000000000003
hsb,ja,nan,57,58,0.0,57256,646,88.63157894736842,0.00031979533098816764,0.5423194196193881,0.9988209861906305,1.0,0.5922,0.6315,0.6162,0.6597,0.4404
hsb,ru,nan,58,52,0.02520356727413726,61889,646,95.80340557275542,0.2241205920170711,0.5423194196193881,0.3442602169233581,0.4,0.5654,0.6364,0.6162,0.688,0.1908
hsb,cs,nan,59,59,0.09693679720822024,87913,646,136.08823529411765,0.17271764924418356,0.5423194196193881,0.4644701123888908,0.4286,0.6555,0.6878,0.0002,0.6784,0.008
kk,bxr,0.5251,10,50,0.010746606334841629,927,1078,0.859925788497217,0.6023336111441838,0.6191198786039454,0.0007351209167504175,1.0,0.8705,0.9153,0.879,0.0,0.1583
kk,kmr,0.5314,6,54,0.0024509803921568627,754,1078,0.699443413729128,0.3877346961448728,0.6191198786039454,0.13967593619635627,1.0,0.6965,0.8370000000000001,0.8136,0.6328,0.10099999999999999
kk,hsb,0.5299,8,52,0.00641025641025641,646,1078,0.5992578849721707,0.5423194196193881,0.6191198786039454,0.015387856727905996,1.0,0.8705,0.9153,0.879,0.0,0.1986
kk,hy,0.5035,18,42,0.005090497737556561,564,1078,0.5231910946196661,0.5479001354751306,0.6191198786039454,0.013232786601776327,1.0,0.8027,0.8792,1.0,0.6737,0.0876
kk,swl,0.5052,17,43,0.0001885369532428356,203,1078,0.18831168831168832,0.4872907625542468,0.6191198786039454,0.04533913007758844,1.0,0.8705,0.9153,0.879,0.0,0.1937
kk,lt,0.4813,26,34,0.0020739064856711916,263,1078,0.24397031539888683,0.5654157163591126,0.6191198786039454,0.007524305068476703,1.0,0.7699,0.8742,1.0,0.6506,0.1674
kk,be,0.4862,24,36,0.008861236802413273,393,1078,0.3645640074211503,0.5525618374558304,0.6191198786039454,0.011557171734238276,1.0,0.8337,0.8516,0.879,0.0,0.1607
kk,mr,0.5155,13,47,0.0001885369532428356,466,1078,0.4322820037105751,0.5290718671000361,0.6191198786039454,0.021154304763614674,1.0,0.7323,0.8648,0.879,0.6284,0.1427
kk,cop,0.5008,19,41,0.0001885369532428356,514,1078,0.47680890538033394,0.4940717882085432,0.6191198786039454,0.040794783350196186,1.0,0.8663,0.8806,0.879,0.0,0.1691
kk,ta,0.5305,7,53,0.00641025641025641,600,1078,0.5565862708719852,0.5614149588826524,0.6191198786039454,0.008687127294119506,1.0,0.7434,0.8684,0.879,0.6196,0.1854
kk,ga,0.4869,22,38,0.005090497737556561,1020,1078,0.9461966604823747,0.3499300699300699,0.6191198786039454,0.1890461035945447,1.0,0.8811,0.937,0.879,0.6068,0.2697
kk,hu,0.5334,5,55,0.010935143288084464,1800,1078,1.6697588126159555,0.4546198320061089,0.6191198786039454,0.07059639975056194,1.0,0.8003,0.8831,1.0,0.6461,0.1825
kk,te,0.5187,12,48,0.0001885369532428356,1328,1078,1.2319109461966604,0.34461966604823746,0.6191198786039454,0.1965784349640684,1.0,0.7048,0.8806,1.0,0.5608,0.1541
kk,af,0.4664,32,28,0.00942684766214178,1934,1078,1.7940630797773656,0.20348486540824304,0.6191198786039454,0.4506867124586561,1.0,0.7764,0.8873,0.879,0.669,0.3996
kk,vi,0.5236,11,49,0.009992458521870286,3000,1078,2.782931354359926,0.15680435614923213,0.6191198786039454,0.5576060197688648,1.0,0.8743,0.9092,0.8136,0.6153,0.2329
kk,ug,0.5741,1,59,0.005656108597285068,3456,1078,3.2059369202226344,0.4374610522567435,0.6191198786039454,0.08609214153507151,0.4,0.7125,0.6983,0.6082,0.0,0.0578
kk,el,0.479,28,32,0.010369532428355957,2521,1078,2.3385899814471243,0.2837253360022877,0.6191198786039454,0.2934691717434664,1.0,0.9025,0.9389,1.0,0.6929,0.16699999999999998
kk,sme,0.4974,20,40,0.004336349924585219,3122,1078,2.896103896103896,0.4513223794042703,0.6191198786039454,0.07345501824030344,1.0,0.8391,0.8564,0.879,0.0,0.1954
kk,gl,0.4295,49,11,0.012066365007541479,3993,1078,3.704081632653061,0.23027218766153898,0.6191198786039454,0.39446597774927783,1.0,0.9248,0.9632,0.879,0.6552,0.2923
kk,sr,0.4652,34,26,0.008861236802413273,3891,1078,3.6094619666048238,0.3111760696308725,0.6191198786039454,0.24739644664833055,1.0,0.86,0.8806,1.0,0.0,0.1763
kk,got,0.4951,21,39,0.0001885369532428356,5401,1078,5.010204081632653,0.1811019353439708,0.6191198786039454,0.5005348331231535,1.0,0.7823,0.8059999999999999,0.879,0.0,0.1435
kk,tr,0.573,2,58,0.0001885369532428356,5635,1078,5.2272727272727275,0.5061541783632045,0.6191198786039454,0.033292292412127486,0.4286,0.7978,0.8861,1.0,0.6196,0.1378
kk,zh,0.4868,23,37,0.0001885369532428356,4997,1078,4.6354359925788495,0.9869043288468534,0.6191198786039454,0.35288827600372863,1.0,0.8705,0.9153,0.879,0.0,1.0
kk,ur,0.2933,58,2,0.013763197586726998,5130,1078,4.758812615955473,0.10564061179587518,0.6191198786039454,0.6878540961334707,1.0,0.7125,0.8675,0.879,0.6025,0.0939
kk,cu,0.4621,36,24,0.001885369532428356,6337,1078,5.87847866419295,0.19595240163293667,0.6191198786039454,0.4671701302273166,1.0,0.8705,0.9153,0.879,0.0,0.1733
kk,sv,0.4588,38,22,0.010935143288084464,6026,1078,5.589981447124305,0.2404336943809909,0.6191198786039454,0.37411870700693395,1.0,0.879,0.9358,0.879,0.6153,0.1908
kk,da,0.447,42,18,0.010935143288084464,5512,1078,5.11317254174397,0.2897915761056075,0.6191198786039454,0.2829492937357974,1.0,0.8718,0.8855,0.879,0.0,0.2137
kk,id,0.5455,4,56,0.019796380090497737,5593,1078,5.188311688311688,0.29277811458017583,0.6191198786039454,0.2778406693262152,1.0,0.885,0.9047,0.805,0.669,0.3527
kk,uk,0.4579,39,21,0.02262443438914027,5873,1078,5.4480519480519485,0.4399821508255243,0.6191198786039454,0.08371911436934437,1.0,0.8318,0.8982,0.879,0.6737,0.1641
kk,fa,0.5119,14,46,0.0007541478129713424,5997,1078,5.563079777365492,0.15688157524207003,0.6191198786039454,0.5574197650012442,1.0,0.8705,0.9153,0.879,0.0,1.0
kk,he,0.4441,45,15,0.00942684766214178,6216,1078,5.766233766233766,0.4067013046511386,0.6191198786039454,0.1177159958123673,1.0,0.8531,0.9009999999999999,0.879,0.7028,0.1488
kk,eu,0.5065,16,44,0.00904977375565611,8993,1078,8.34230055658627,0.35195278801662616,0.6191198786039454,0.1862157562750612,1.0,0.805,0.8799,1.0,0.669,0.2669
kk,lv,0.40700000000000003,53,7,0.008295625942684766,7703,1078,7.145640074211503,0.37546297265061,0.6191198786039454,0.1548844982375508,1.0,0.8811,0.9085,1.0,0.0,0.1679
kk,sl,0.4094,52,8,0.013009049773755657,8000,1078,7.421150278293135,0.3676498731122853,0.6191198786039454,0.1649768038271722,1.0,0.8170000000000001,0.8952,0.879,0.669,0.2015
kk,hr,0.46,37,23,0.012254901960784314,8889,1078,8.245825602968461,0.2981575694863614,0.6191198786039454,0.2687562512209508,1.0,0.6667,0.9097,0.879,0.6832,0.195
kk,ro,0.4548,40,20,0.01809954751131222,9524,1078,8.834879406307978,0.2570438554726763,0.6191198786039454,0.34201884506319064,1.0,0.8886,0.9374,1.0,0.6552,0.1656
kk,sk,0.4702,30,30,0.013763197586726998,10604,1078,9.83673469387755,0.4130087201061381,0.6191198786039454,0.11082902477283663,1.0,0.8705,0.9153,0.879,0.0,0.1846
kk,bg,0.4683,31,29,0.031108597285067874,11138,1078,10.332096474953618,0.28919503250418754,0.6191198786039454,0.2839752879399665,1.0,0.8318,0.9081,1.0,0.6416,0.165
kk,pt,0.3908,55,5,0.0196078431372549,12078,1078,11.204081632653061,0.19858954536165552,0.6191198786039454,0.4613655445601022,1.0,0.8869,0.9358,0.879,0.6328,0.2804
kk,nl,0.4344,48,12,0.01546003016591252,13583,1078,12.600185528756958,0.2163749886307094,0.6191198786039454,0.42316581907105855,1.0,0.7578,0.8734,0.879,0.6068,0.2301
kk,en,0.4712,29,31,0.013386123680241327,16622,1078,15.419294990723563,0.1746279711803919,0.6191198786039454,0.5154401205707689,1.0,0.8976,0.9164,0.805,0.5983,0.2488
kk,it,0.3414,56,4,0.01885369532428356,14167,1078,13.141929499072356,0.20905399119075654,0.6191198786039454,0.43869005418386486,1.0,0.7736,0.8638,0.879,0.6737,0.2141
kk,ca,0.46399999999999997,35,25,0.018288084464555054,16678,1078,15.471243042671615,0.14310696846691084,0.6191198786039454,0.5911367589238344,1.0,0.8718,0.9354,1.0,0.6461,0.252
kk,hi,0.4844,25,35,0.010746606334841629,16647,1078,15.442486085343228,0.07283156362415602,0.6191198786039454,0.7785640120843368,1.0,0.7867,0.8942,1.0,0.5363,0.107
kk,pl,0.4798,27,33,0.010558069381598794,17246,1078,15.998144712430427,0.4049278834815912,0.6191198786039454,0.11968975426133147,1.0,0.7771,0.8749,1.0,0.6597,0.1839
kk,de,0.4391,47,13,0.021870286576168928,15590,1078,14.461966604823747,0.27241931339802755,0.6191198786039454,0.3135881206203054,1.0,0.7867,0.8564,0.8136,0.6153,0.2074
kk,fro,0.4482,41,19,0.000942684766214178,17678,1078,16.398886827458256,0.0937745835963677,0.6191198786039454,0.7200127668323428,1.0,0.7877,0.8108,0.879,0.0,0.2493
kk,es,0.445,43,17,0.01753393665158371,17680,1078,16.40074211502783,0.14742968391461025,0.6191198786039454,0.5804491770547718,1.0,0.8989,0.9385,1.0,0.6832,0.2725
kk,fr,0.4294,50,10,0.021493212669683258,16448,1078,15.257884972170686,0.2057620460579268,0.6191198786039454,0.4457617971071289,1.0,0.8963,0.9441,1.0,0.6025,0.2459
kk,fi,0.4405,46,14,0.013574660633484163,18723,1078,17.368274582560296,0.3189427368077481,0.6191198786039454,0.23507461803893875,1.0,0.8963,0.9107,0.805,0.6506,0.1789
kk,grc,0.4447,44,16,0.0001885369532428356,17081,1078,15.84508348794063,0.17307422740143352,0.6191198786039454,0.5190499123074469,1.0,0.9304,0.9378,0.879,0.0,0.1827
kk,no,0.4069,54,6,0.016779788838612367,20045,1078,18.59461966604824,0.1846147253241721,0.6191198786039454,0.4925387072821179,1.0,0.8485,0.8648,0.879,0.0,0.2114
kk,ar,0.2962,57,3,0.0001885369532428356,19738,1078,18.30983302411874,4.7672168034857886e-06,0.6191198786039454,0.9999846000795177,1.0,0.8705,0.9153,0.879,0.0,1.0
kk,la,0.4282,51,9,0.0003770739064856712,18400,1078,17.068645640074212,0.1715984617000315,0.6191198786039454,0.5224902024442473,1.0,0.8099,0.8305,0.879,0.0,0.2168
kk,et,0.4664,32,28,0.01715686274509804,26197,1078,24.30148423005566,0.3337469262526225,0.6191198786039454,0.212459482645459,1.0,0.8743,0.8877,0.879,0.0,0.1756
kk,ko,0.5558,3,57,0.013197586726998492,27363,1078,25.383116883116884,0.2977608806802764,0.6191198786039454,0.26942099269716935,1.0,0.7925,0.8440000000000001,0.7699,0.6737,0.2613
kk,ja,0.2473,59,1,0.0,57256,1078,53.11317254174397,0.00031979533098816764,0.6191198786039454,0.9989672024764514,1.0,0.7805,0.8757,1.0,0.6597,0.2955
kk,ru,0.5266,9,51,0.05693815987933635,61889,1078,57.41094619666048,0.2241205920170711,0.6191198786039454,0.4070456571152091,1.0,0.8456,0.9059,1.0,0.688,0.0712
kk,cs,0.5111,15,45,0.022058823529411766,87913,1078,81.55194805194805,0.17271764924418356,0.6191198786039454,0.5198801225780506,1.0,0.8099,0.8919,0.879,0.6784,0.19699999999999998
hy,bxr,0.6763,1,53,0.0031790886612504416,927,564,1.6436170212765957,0.6023336111441838,0.5479001354751306,0.009870276425649237,1.0,0.5391,0.6193,0.6162,0.6737,0.2366
hy,kmr,0.6555,10,44,0.0010596962204168139,754,564,1.3368794326241136,0.3877346961448728,0.5479001354751306,0.08545447355207102,0.875,0.6218,0.5541,0.5295,0.4757,0.0188
hy,hsb,0.6585,7,47,0.002472624514305899,646,564,1.1453900709219857,0.5423194196193881,0.5479001354751306,0.00010374734846282138,0.8333,0.5391,0.6193,0.6162,0.6737,0.1329
hy,kk,0.6594,6,48,0.004768632991875662,1078,564,1.9113475177304964,0.6191198786039454,0.5479001354751306,0.01689654815017984,1.0,0.8027,0.8792,1.0,0.6737,0.0876
hy,swl,0.6298,25,29,0.00017661603673613564,203,564,0.3599290780141844,0.4872907625542468,0.5479001354751306,0.01223705088055336,1.0,0.5391,0.6193,0.6162,0.6737,0.1459
hy,lt,0.6601,5,49,0.0010596962204168139,263,564,0.46631205673758863,0.5654157163591126,0.5479001354751306,0.0010219891235992151,0.75,0.4554,0.48,0.5,0.4906,0.1144
hy,be,0.636,20,34,0.0035323207347227126,393,564,0.6968085106382979,0.5525618374558304,0.5479001354751306,7.239127007765058e-05,0.8,0.6867,0.7882,0.6162,0.6737,0.1037
hy,mr,0.616,33,21,0.00017661603673613564,466,564,0.8262411347517731,0.5290718671000361,0.5479001354751306,0.0011809131112524853,0.8571,0.6681,0.6318,0.6162,0.5448,0.1949
